Event_Name,Event_Type,Department,Rating,Feedback_Comment
Career Seminar,Technical,Management,5,Highly engaging and interactive session
Hackathon,Cultural,EEE,1,Expected more from this event
Cultural Night,Cultural,EEE,3,"Average experience, could be better"
Leadership Workshop,Cultural,Civil,1,Poor time management
Data Science Bootcamp,Seminar,Management,1,Poor time management
Tech Fest,Cultural,ECE,1,Expected more from this event
Cultural Night,Seminar,EEE,4,Very informative and well organized
Cyber Security Talk,Workshop,Civil,3,Neither good nor bad
Cyber Security Talk,Seminar,Arts,3,Decent event
Robotics Expo,Technical,ECE,1,Too long and boring
Cultural Night,Seminar,CSE,3,Content was fine but nothing special
Tech Fest,Technical,EEE,4,Very informative and well organized
Cyber Security Talk,Technical,CSE,5,Excellent arrangements and content
Leadership Workshop,Technical,CSE,2,Too long and boring
Cultural Night,Seminar,Mechanical,5,Learned a lot from this event
Cultural Night,Technical,EEE,3,Neither good nor bad
Cyber Security Talk,Seminar,IT,1,Sound system was bad
Cyber Security Talk,Technical,EEE,5,Very informative and well organized
Tech Fest,Cultural,EEE,4,Learned a lot from this event
Data Science Bootcamp,Cultural,Civil,3,Content was fine but nothing special
Leadership Workshop,Cultural,EEE,1,Sound system was bad
Data Science Bootcamp,Workshop,CSE,2,Too long and boring
Data Science Bootcamp,Seminar,CSE,1,Poor time management
Hackathon,Technical,Civil,4,Very informative and well organized
Tech Fest,Technical,Mechanical,1,Not well organized
Hackathon,Workshop,Management,1,Expected more from this event
AI Workshop,Cultural,Mechanical,5,Amazing experience and great speakers
Tech Fest,Seminar,ECE,3,Content was fine but nothing special
AI Workshop,Workshop,ECE,2,Too long and boring
Leadership Workshop,Workshop,CSE,3,Decent event
Tech Fest,Seminar,Mechanical,4,Excellent arrangements and content
Cyber Security Talk,Workshop,IT,1,Expected more from this event
Leadership Workshop,Workshop,Mechanical,2,Expected more from this event
Cyber Security Talk,Workshop,ECE,1,Sound system was bad
Hackathon,Seminar,Civil,2,Sound system was bad
Career Seminar,Workshop,IT,2,Not well organized
Leadership Workshop,Seminar,Management,2,Too long and boring
Cultural Night,Seminar,Arts,4,Learned a lot from this event
Cultural Night,Cultural,Arts,1,Not well organized
Cyber Security Talk,Workshop,Management,4,Excellent arrangements and content
Cyber Security Talk,Cultural,Civil,4,Very informative and well organized
Cultural Night,Workshop,EEE,4,Amazing experience and great speakers
Leadership Workshop,Technical,Mechanical,4,Learned a lot from this event
Leadership Workshop,Cultural,CSE,1,Too long and boring
Hackathon,Seminar,Mechanical,5,Learned a lot from this event
Data Science Bootcamp,Workshop,EEE,3,Content was fine but nothing special
Data Science Bootcamp,Cultural,Mechanical,4,Amazing experience and great speakers
Tech Fest,Cultural,ECE,1,Poor time management
Hackathon,Technical,EEE,3,"Average experience, could be better"
AI Workshop,Seminar,Civil,2,Sound system was bad
Robotics Expo,Workshop,Management,1,Too long and boring
Tech Fest,Workshop,CSE,5,Very informative and well organized
Cyber Security Talk,Seminar,IT,2,Not well organized
Tech Fest,Technical,Mechanical,4,Learned a lot from this event
AI Workshop,Seminar,ECE,4,Learned a lot from this event
Leadership Workshop,Seminar,CSE,3,Decent event
Tech Fest,Seminar,Management,2,Expected more from this event
Cyber Security Talk,Seminar,Arts,3,Decent event
Data Science Bootcamp,Cultural,Civil,4,Learned a lot from this event
Tech Fest,Technical,CSE,1,Not well organized
Startup Meetup,Cultural,CSE,4,Amazing experience and great speakers
Cultural Night,Cultural,CSE,1,Not well organized
Robotics Expo,Seminar,Management,2,Sound system was bad
Tech Fest,Technical,Management,1,Not well organized
Cultural Night,Cultural,EEE,3,Content was fine but nothing special
Cultural Night,Workshop,Management,3,It was okay overall
Hackathon,Seminar,Civil,3,Decent event
Tech Fest,Seminar,ECE,3,"Average experience, could be better"
Cultural Night,Seminar,Arts,1,Not well organized
Cultural Night,Cultural,IT,5,Learned a lot from this event
Leadership Workshop,Cultural,Civil,1,Too long and boring
Cultural Night,Cultural,Management,5,Amazing experience and great speakers
Cyber Security Talk,Seminar,Management,5,Very informative and well organized
Data Science Bootcamp,Workshop,EEE,5,Learned a lot from this event
Tech Fest,Workshop,EEE,2,Sound system was bad
Leadership Workshop,Seminar,Civil,5,Highly engaging and interactive session
Cyber Security Talk,Seminar,Mechanical,4,Highly engaging and interactive session
Career Seminar,Technical,Civil,5,Learned a lot from this event
Leadership Workshop,Seminar,CSE,3,Content was fine but nothing special
Data Science Bootcamp,Cultural,Arts,2,Not well organized
Robotics Expo,Technical,ECE,2,Sound system was bad
Cultural Night,Seminar,IT,4,Highly engaging and interactive session
Hackathon,Seminar,Civil,2,Not well organized
Data Science Bootcamp,Cultural,Mechanical,5,Learned a lot from this event
Leadership Workshop,Technical,Management,3,"Average experience, could be better"
Career Seminar,Technical,Arts,3,It was okay overall
Cyber Security Talk,Workshop,Management,5,Highly engaging and interactive session
Cultural Night,Seminar,ECE,2,Sound system was bad
Tech Fest,Seminar,Civil,3,Decent event
Tech Fest,Seminar,EEE,5,Highly engaging and interactive session
Tech Fest,Technical,EEE,1,Not well organized
Cyber Security Talk,Seminar,Mechanical,1,Not well organized
Cyber Security Talk,Technical,Civil,3,Neither good nor bad
Hackathon,Seminar,Civil,1,Not well organized
Cultural Night,Cultural,ECE,3,It was okay overall
Leadership Workshop,Cultural,ECE,5,Excellent arrangements and content
Hackathon,Cultural,CSE,3,Decent event
Robotics Expo,Technical,Management,3,Neither good nor bad
Hackathon,Seminar,ECE,3,Content was fine but nothing special
Hackathon,Technical,IT,5,Excellent arrangements and content
Data Science Bootcamp,Technical,IT,4,Excellent arrangements and content
Robotics Expo,Technical,Mechanical,3,Content was fine but nothing special
Cyber Security Talk,Seminar,EEE,1,Not well organized
Career Seminar,Seminar,Mechanical,2,Expected more from this event
Career Seminar,Technical,Management,4,Highly engaging and interactive session
Data Science Bootcamp,Cultural,ECE,3,Content was fine but nothing special
Career Seminar,Technical,ECE,2,Expected more from this event
Data Science Bootcamp,Technical,ECE,5,Learned a lot from this event
Tech Fest,Workshop,Civil,1,Not well organized
Leadership Workshop,Cultural,CSE,1,Expected more from this event
Hackathon,Workshop,ECE,2,Sound system was bad
Career Seminar,Seminar,Arts,2,Expected more from this event
Tech Fest,Technical,ECE,4,Amazing experience and great speakers
Startup Meetup,Cultural,Mechanical,1,Too long and boring
Tech Fest,Seminar,ECE,4,Amazing experience and great speakers
Cyber Security Talk,Seminar,EEE,5,Learned a lot from this event
Tech Fest,Seminar,ECE,5,Learned a lot from this event
Cultural Night,Workshop,EEE,5,Excellent arrangements and content
AI Workshop,Technical,Mechanical,1,Not well organized
Cultural Night,Cultural,EEE,4,Learned a lot from this event
Tech Fest,Cultural,EEE,2,Too long and boring
Cultural Night,Technical,Civil,4,Very informative and well organized
Leadership Workshop,Seminar,Arts,5,Highly engaging and interactive session
AI Workshop,Seminar,CSE,3,It was okay overall
Cyber Security Talk,Technical,CSE,3,It was okay overall
Tech Fest,Technical,Arts,3,It was okay overall
Hackathon,Seminar,Civil,5,Learned a lot from this event
Data Science Bootcamp,Workshop,Mechanical,4,Amazing experience and great speakers
Cultural Night,Seminar,IT,5,Very informative and well organized
Data Science Bootcamp,Cultural,IT,5,Excellent arrangements and content
Robotics Expo,Seminar,ECE,1,Not well organized
Hackathon,Seminar,Arts,2,Not well organized
Cultural Night,Technical,IT,1,Not well organized
Cultural Night,Technical,EEE,2,Poor time management
AI Workshop,Cultural,IT,2,Not well organized
Robotics Expo,Cultural,EEE,4,Highly engaging and interactive session
Career Seminar,Cultural,IT,1,Sound system was bad
Tech Fest,Seminar,Arts,5,Very informative and well organized
Data Science Bootcamp,Workshop,ECE,5,Highly engaging and interactive session
Startup Meetup,Technical,Management,4,Very informative and well organized
Robotics Expo,Cultural,Mechanical,4,Learned a lot from this event
Hackathon,Workshop,ECE,1,Sound system was bad
Startup Meetup,Workshop,IT,5,Amazing experience and great speakers
Robotics Expo,Technical,ECE,1,Not well organized
Robotics Expo,Workshop,ECE,2,Expected more from this event
Startup Meetup,Cultural,ECE,1,Expected more from this event
Cyber Security Talk,Workshop,EEE,1,Sound system was bad
Startup Meetup,Seminar,Civil,1,Poor time management
Leadership Workshop,Seminar,ECE,1,Poor time management
Tech Fest,Seminar,Civil,4,Learned a lot from this event
Career Seminar,Technical,Civil,1,Poor time management
AI Workshop,Workshop,ECE,4,Excellent arrangements and content
Leadership Workshop,Cultural,CSE,1,Poor time management
Hackathon,Seminar,Mechanical,5,Amazing experience and great speakers
AI Workshop,Seminar,Mechanical,4,Highly engaging and interactive session
AI Workshop,Workshop,Management,5,Amazing experience and great speakers
Cultural Night,Cultural,CSE,3,Content was fine but nothing special
Startup Meetup,Seminar,EEE,2,Too long and boring
Robotics Expo,Cultural,Management,3,It was okay overall
Robotics Expo,Seminar,Mechanical,4,Excellent arrangements and content
Cultural Night,Workshop,EEE,3,"Average experience, could be better"
AI Workshop,Workshop,ECE,4,Highly engaging and interactive session
Tech Fest,Cultural,Arts,5,Learned a lot from this event
Tech Fest,Technical,Civil,1,Not well organized
Robotics Expo,Workshop,Mechanical,1,Not well organized
Tech Fest,Cultural,CSE,5,Very informative and well organized
Hackathon,Technical,IT,4,Learned a lot from this event
Cultural Night,Seminar,IT,5,Highly engaging and interactive session
Data Science Bootcamp,Technical,IT,5,Amazing experience and great speakers
Tech Fest,Seminar,ECE,1,Expected more from this event
Data Science Bootcamp,Cultural,ECE,1,Poor time management
Cultural Night,Technical,Civil,4,Highly engaging and interactive session
Career Seminar,Cultural,ECE,3,It was okay overall
Career Seminar,Cultural,Mechanical,1,Sound system was bad
Data Science Bootcamp,Workshop,IT,4,Excellent arrangements and content
Cultural Night,Workshop,ECE,1,Poor time management
Startup Meetup,Seminar,Arts,2,Expected more from this event
Career Seminar,Seminar,Arts,2,Poor time management
Leadership Workshop,Seminar,ECE,2,Poor time management
Tech Fest,Technical,Mechanical,5,Excellent arrangements and content
Cultural Night,Cultural,IT,4,Very informative and well organized
Cultural Night,Workshop,EEE,2,Sound system was bad
Robotics Expo,Cultural,Civil,2,Too long and boring
Career Seminar,Workshop,IT,5,Learned a lot from this event
Hackathon,Cultural,EEE,4,Excellent arrangements and content
Tech Fest,Workshop,CSE,2,Poor time management
Robotics Expo,Cultural,Mechanical,4,Highly engaging and interactive session
Tech Fest,Seminar,CSE,5,Highly engaging and interactive session
Cyber Security Talk,Cultural,Management,5,Excellent arrangements and content
Tech Fest,Workshop,Mechanical,2,Expected more from this event
AI Workshop,Technical,ECE,1,Not well organized
Cyber Security Talk,Cultural,Arts,4,Very informative and well organized
Cyber Security Talk,Seminar,Mechanical,3,Neither good nor bad
AI Workshop,Cultural,CSE,2,Expected more from this event
Tech Fest,Cultural,Mechanical,2,Sound system was bad
Leadership Workshop,Seminar,Mechanical,2,Poor time management
Cultural Night,Workshop,ECE,4,Highly engaging and interactive session
Hackathon,Workshop,Management,3,Neither good nor bad
Cultural Night,Workshop,Management,4,Learned a lot from this event
Startup Meetup,Cultural,CSE,4,Highly engaging and interactive session
Cyber Security Talk,Technical,Mechanical,3,It was okay overall
AI Workshop,Technical,IT,2,Too long and boring
Cultural Night,Workshop,EEE,3,Neither good nor bad
Startup Meetup,Seminar,EEE,3,Content was fine but nothing special
Startup Meetup,Workshop,IT,4,Highly engaging and interactive session
Career Seminar,Workshop,Arts,3,Content was fine but nothing special
Cyber Security Talk,Technical,EEE,1,Poor time management
Robotics Expo,Workshop,IT,1,Sound system was bad
Cyber Security Talk,Workshop,Management,2,Too long and boring
Hackathon,Technical,CSE,3,"Average experience, could be better"
Data Science Bootcamp,Workshop,IT,1,Sound system was bad
Hackathon,Technical,Arts,5,Excellent arrangements and content
Data Science Bootcamp,Seminar,Arts,5,Highly engaging and interactive session
Hackathon,Technical,CSE,4,Learned a lot from this event
Startup Meetup,Workshop,Management,3,Decent event
Tech Fest,Cultural,ECE,3,"Average experience, could be better"
Tech Fest,Cultural,Mechanical,4,Amazing experience and great speakers
Cyber Security Talk,Technical,CSE,5,Very informative and well organized
Startup Meetup,Cultural,EEE,3,"Average experience, could be better"
Cyber Security Talk,Cultural,CSE,3,"Average experience, could be better"
Startup Meetup,Technical,Civil,1,Sound system was bad
AI Workshop,Cultural,EEE,4,Excellent arrangements and content
Tech Fest,Cultural,Civil,5,Amazing experience and great speakers
Career Seminar,Technical,Civil,1,Too long and boring
Career Seminar,Cultural,IT,5,Highly engaging and interactive session
Tech Fest,Workshop,IT,5,Highly engaging and interactive session
Startup Meetup,Technical,Civil,2,Poor time management
Cyber Security Talk,Workshop,IT,2,Too long and boring
Robotics Expo,Seminar,CSE,2,Sound system was bad
Startup Meetup,Cultural,Mechanical,4,Excellent arrangements and content
Career Seminar,Cultural,Management,3,"Average experience, could be better"
Hackathon,Seminar,Civil,4,Very informative and well organized
Hackathon,Seminar,EEE,2,Poor time management
Tech Fest,Workshop,EEE,5,Very informative and well organized
Hackathon,Seminar,CSE,3,It was okay overall
Hackathon,Technical,IT,5,Highly engaging and interactive session
Robotics Expo,Technical,EEE,5,Amazing experience and great speakers
Career Seminar,Technical,Arts,2,Expected more from this event
